Rk,Player,PTS/100 Poss.,MP/G,G,USG%,TS%,Season,Team,G,GS,WS,ORtg,DRtg,OWS,DWS,WS/40,OBPM,DBPM,BPM,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Pos,Class,Player-additional
329,Garret Covington,28.3,32.9,29,25.3,.571,2013-14,Western Illinois,29,27,3.4,110,101,1.9,1.5,.141,3.7,-0.2,3.6,18.7,3.2,15.4,9.4,13.6,1.9,0.4,13.0,25.3,G,FR,garret-covington-1
330,Collin Murray-Boyles,28.3,22.8,28,22.3,.615,2023-24,South Carolina,28,19,3.3,125,99,2.1,1.2,.209,6.0,4.3,10.3,26.6,12.0,17.5,14.7,17.2,2.8,4.6,12.5,22.3,F,FR,collin-murray-boyles-1
331,Kevin Olekaibe,28.3,25.1,30,26.9,.513,2010-11,Fresno State,30,19,1.8,100,104,0.9,0.8,.094,1.8,-0.8,1.1,15.7,2.5,6.2,4.3,12.2,2.7,0.9,13.6,26.9,G,FR,kevin-olekaibe-1
332,Elijah Wilson,28.3,32.6,34,25.2,.514,2013-14,Coastal Carolina,34,34,3.8,110,103,2.2,1.6,.138,0.4,-0.3,0.1,17.1,4.1,9.6,6.9,6.1,1.7,0.9,8.1,25.2,G,FR,elijah-wilson-1
333,Jahmi'us Ramsey,28.3,31.2,27,26.2,.546,2019-20,Texas Tech,27,27,3.3,105,93,1.6,1.7,.156,4.3,2.4,6.7,19.1,3.0,12.4,7.8,16.1,2.5,2.5,12.7,26.2,G,FR,jahmius-ramsey-1
334,Terry Taylor,28.3,31.5,34,22.0,.620,2017-18,Austin Peay,34,34,5.1,124,102,3.6,1.6,.191,5.1,-1.4,3.8,24.5,13.7,18.8,16.1,4.8,1.1,3.8,12.5,22.0,G,FR,terry-taylor-5
335,Marquese Chriss,28.3,24.9,34,24.1,.585,2015-16,Washington,34,34,3.1,112,102,1.9,1.2,.148,2.8,2.2,4.9,21.6,9.8,11.6,10.7,6.3,1.9,5.8,14.7,24.1,F,FR,marquese-chriss-1
336,Tucker DeVries,28.2,29.8,36,25.4,.538,2021-22,Drake,36,29,4.6,113,99,2.9,1.7,.172,4.7,1.3,6.0,20.7,4.4,14.5,9.5,14.1,2.0,3.4,9.9,25.4,G,FR,tucker-devries-1
337,Olivier Hanlan,28.2,34.2,33,25.3,.575,2012-13,Boston College,33,33,3.5,111,109,3.0,0.6,.125,4.0,0.0,4.1,19.9,3.0,13.1,7.9,15.9,2.1,0.2,14.1,25.3,G,FR,olivier-hanlan-1
338,Joel Embiid,28.2,23.1,28,23.4,.655,2013-14,Kansas,28,20,3.4,117,91,1.8,1.7,.213,5.0,6.9,11.9,28.2,12.7,27.3,20.5,11.5,2.3,11.7,21.6,23.4,C,FR,joel-embiid-1
339,Robbie Avila,28.2,21.3,34,22.8,.622,2022-23,Indiana State,34,29,3.8,124,98,2.5,1.3,.208,3.7,1.1,4.9,22.8,5.3,16.5,11.3,15.2,1.8,1.8,9.3,22.8,C,FR,robbie-avila-1
340,Tomislav Buljan,28.2,24.2,19,24.2,.594,2025-26,New Mexico,19,19,2.7,120,89,1.2,1.4,.233,4.9,2.4,7.3,25.4,17.6,28.5,23.2,10.0,2.8,2.9,14.9,24.2,F,FR,tomislav-buljan-1
341,Preston Edmead,28.2,33.0,22,23.5,.595,2025-26,Hofstra,22,22,2.9,123,111,2.1,0.8,.161,2.9,-1.3,1.6,16.9,2.5,7.3,5.0,24.0,1.0,0.2,15.1,23.5,G,FR,preston-edmead-1
342,Eli Carter,28.1,29.8,32,27.6,.514,2011-12,Rutgers,32,28,2.3,99,102,1.2,1.1,.096,1.7,1.1,2.7,15.7,1.9,11.8,6.5,16.6,2.7,0.4,17.0,27.6,G,FR,eli-carter-1
343,Jameel Warney,28.1,27.2,33,22.0,.612,2012-13,Stony Brook,33,33,5.5,123,87,3.2,2.3,.247,4.8,2.0,6.9,27.7,10.5,21.1,15.8,8.1,1.6,6.6,10.2,22.0,F,FR,jameel-warney-1
344,Luguentz Dort,28.1,31.5,34,27.9,.518,2018-19,Arizona State,34,33,3.1,102,101,1.5,1.6,.115,1.5,1.6,3.1,16.5,4.4,10.0,7.3,15.1,2.7,0.8,15.8,27.9,G,FR,luguentz-dort-1
345,Xavier Henry,28.1,27.5,36,23.4,.591,2009-10,Kansas,36,36,4.9,116,93,2.8,2.1,.197,,,,21.5,5.2,11.5,8.6,9.8,3.1,1.8,14.4,23.4,G,FR,xavier-henry-1
346,Dylan Smith,28.1,27.3,34,27.1,.538,2015-16,UNC Asheville,34,19,2.7,102,100,1.2,1.5,.118,-0.4,-0.4,-0.8,15.1,1.5,9.2,5.3,13.3,2.1,1.3,17.1,27.1,G,FR,dylan-smith-1
347,Jaden Springer,28.1,25.9,25,26.0,.570,2020-21,Tennessee,25,15,2.9,109,94,1.6,1.3,.180,3.6,3.3,6.9,20.9,4.6,10.9,7.8,24.1,2.7,2.0,17.9,26.0,G,FR,jaden-springer-1
348,Semaj Christon,28.1,34.2,30,29.8,.503,2012-13,Xavier,30,29,2.8,98,100,1.5,1.3,.109,1.3,1.5,2.8,17.7,0.6,10.1,5.4,32.2,2.8,0.4,19.4,29.8,G,FR,semaj-christon-1
349,Justin Patton,28.1,25.3,35,22.0,.671,2016-17,Creighton,35,34,4.3,120,96,2.5,1.8,.194,4.2,4.2,8.4,25.2,8.0,19.0,13.9,8.5,1.9,5.9,15.1,22.0,C,FR,justin-patton-1
350,Bryce McGowens,28.1,33.3,31,27.2,.533,2021-22,Nebraska,31,31,2.2,103,110,1.6,0.6,.086,2.3,-1.0,1.3,16.9,2.4,14.6,8.7,8.6,1.2,1.0,11.7,27.2,G,FR,bryce-mcgowens-1
351,Ricky Tarrant,28.1,33.1,31,24.7,.567,2011-12,Tulane,31,31,4.6,113,96,2.9,1.8,.180,2.7,1.6,4.3,21.0,1.6,13.1,6.8,23.8,3.2,0.1,14.3,24.7,G,FR,ricky-tarrant-1
352,Santi Aldama,28.1,30.4,10,28.3,.511,2019-20,Loyola (MD),10,9,0.7,97,101,0.3,0.4,.097,1.0,-0.4,0.6,20.4,5.9,22.3,14.4,15.6,1.7,6.2,13.4,28.3,F,FR,santi-aldama-1
353,Rodney Elliott,28.1,31.4,30,26.9,.569,2013-14,UMBC,30,30,2.3,102,105,1.1,1.1,.096,0.4,-0.9,-0.5,16.8,2.2,13.1,7.3,29.1,2.5,0.1,21.4,26.9,G,FR,rodney-elliott-2
354,Elijah Duval,28.0,25.1,21,30.8,.502,2025-26,Southern Utah,21,21,0.5,94,110,-0.2,0.7,.038,-2.6,-1.8,-4.4,13.8,3.6,12.2,8.0,28.1,2.7,1.2,20.9,30.8,G,FR,elijah-duval-1
355,D'Marcus Simonds,28.0,27.1,29,25.4,.597,2016-17,Georgia State,29,22,2.8,108,101,1.6,1.2,.143,1.2,0.3,1.6,20.3,4.9,12.0,8.6,15.2,2.6,1.3,19.1,25.4,G,FR,dmarcus-simonds-1
356,DeAndre Kane,28.0,31.6,34,27.8,.523,2010-11,Marshall,34,34,3.4,102,99,1.8,1.7,.128,1.9,0.6,2.5,17.7,4.3,15.1,9.9,23.3,1.7,0.3,19.0,27.8,G,FR,deandre-kane-1
357,Rayvonte Rice,28.0,30.1,31,28.5,.502,2010-11,Drake,31,31,2.4,99,101,1.2,1.3,.105,1.8,0.7,2.5,19.2,4.8,14.9,9.8,13.7,2.7,3.0,12.5,28.5,G,FR,rayvonte-rice-1
358,Tayler Persons,28.0,28.7,30,28.9,.501,2014-15,Northern Kentucky,30,26,2.3,102,106,1.5,0.8,.107,-0.5,-1.6,-2.2,19.4,4.2,14.9,9.5,27.5,2.4,0.6,16.6,28.9,G,FR,tayler-persons-1
359,Henry Ellenson,28.0,33.5,33,26.7,.534,2015-16,Marquette,33,33,4.0,106,99,2.0,2.0,.143,2.8,1.1,3.9,20.9,7.8,24.2,16.5,11.0,1.4,4.4,12.9,26.7,F,FR,henry-ellenson-1
360,Yves Missi,28.0,22.9,34,21.8,.622,2023-24,Baylor,34,32,3.7,126,103,2.6,1.2,.191,5.0,2.4,7.4,24.7,14.6,16.4,15.5,3.4,1.5,7.3,11.7,21.8,F,FR,yves-missi-2
361,Liam McNeeley,28.0,32.1,27,25.6,.529,2024-25,Connecticut,27,26,2.9,112,107,1.8,1.1,.132,2.6,0.8,3.4,16.1,3.7,18.7,11.5,13.1,1.1,0.8,11.9,25.6,F,FR,liam-mcneeley-1
362,Charles Minlend,28.0,20.5,33,27.0,.517,2016-17,San Francisco,33,16,1.9,102,101,0.8,1.1,.113,2.1,0.3,2.3,16.4,3.2,8.3,5.8,11.3,1.9,1.2,11.4,27.0,G,FR,charles-minlend-2
363,Jose Perez,28.0,31.5,35,26.0,.555,2018-19,Gardner-Webb,35,26,4.3,112,103,2.8,1.5,.155,1.7,-1.8,-0.1,20.3,4.1,16.2,10.7,18.7,1.4,0.9,12.7,26.0,G,FR,jose-perez-1
364,Sam Dekker,28.0,22.3,35,22.5,.595,2012-13,Wisconsin,35,3,4.1,119,93,2.5,1.6,.208,7.2,4.1,11.3,22.8,6.3,12.2,9.1,14.1,1.9,1.8,11.6,22.5,F,FR,sam-dekker-1
365,Leroy Blyden Jr.,28.0,32.8,21,22.7,.597,2025-26,Toledo,21,19,2.7,125,112,2.0,0.7,.158,3.4,0.1,3.5,20.1,2.3,10.1,6.2,21.9,2.9,0.9,11.2,22.7,G,FR,leroy-blyden-jr-1
366,Shamorie Ponds,28.0,33.6,33,24.2,.571,2016-17,St. John's (NY),33,33,4.2,116,107,3.1,1.1,.151,5.8,1.9,7.7,22.1,3.7,10.8,7.2,19.0,3.3,0.7,11.0,24.2,G,FR,shamorie-ponds-1
367,Hakeem Baxter,27.9,30.0,27,24.4,.573,2013-14,Maryland Eastern Shore,27,27,2.0,113,116,1.8,0.2,.101,1.4,-3.6,-2.1,18.0,4.5,10.5,7.3,12.3,1.4,1.2,14.5,24.4,G,FR,hakeem-baxter-1
368,Nick Emery,27.9,31.4,36,23.7,.559,2015-16,Brigham Young,36,32,4.6,115,101,2.8,1.8,.162,2.3,1.6,3.9,18.8,1.7,9.9,5.8,14.4,2.5,0.4,9.2,23.7,G,FR,nick-emery-1
369,Lasan Kromah,27.9,24.5,31,25.5,.537,2009-10,George Washington,31,31,2.9,106,95,1.5,1.4,.153,,,,21.3,4.8,10.4,7.5,17.4,4.7,1.6,15.0,25.5,G,FR,lasan-kromah-2
370,Jaylen Nowell,27.9,32.5,34,26.8,.535,2017-18,Washington,34,31,3.1,106,107,1.9,1.2,.112,1.6,0.5,2.0,17.5,3.6,10.8,7.3,17.7,1.8,0.9,14.3,26.8,G,FR,jaylen-nowell-1
371,Jordan Clarkson,27.9,24.9,27,27.6,.551,2010-11,Tulsa,27,9,1.6,100,104,0.9,0.7,.093,-0.1,0.1,0.1,15.0,2.0,7.8,4.9,17.8,1.8,0.5,21.7,27.6,G,FR,jordan-clarkson-1
372,Chris Knight,27.9,21.4,25,28.1,.542,2017-18,Dartmouth,25,11,1.1,98,106,0.4,0.6,.079,-2.7,-0.8,-3.4,18.5,7.9,15.8,11.8,12.8,1.8,5.9,17.6,28.1,F,FR,chris-knight-3
373,Oscar Tshiebwe,27.9,23.2,31,22.6,.597,2019-20,West Virginia,31,31,4.4,119,86,2.4,2.0,.246,6.3,3.3,9.6,28.3,18.9,25.4,22.0,3.4,1.8,5.3,15.4,22.6,F,FR,oscar-tshiebwe-1
374,V.J. Edgecombe,27.9,32.7,33,24.1,.552,2024-25,Baylor,33,33,4.8,119,102,3.0,1.8,.178,7.1,4.3,11.4,22.1,7.1,13.5,10.2,19.2,3.8,2.3,12.5,24.1,G,FR,vj-edgecombe-1
375,Cameron Healy,27.9,34.5,32,24.0,.590,2018-19,Albany (NY),32,32,3.5,111,107,2.4,1.1,.127,2.9,-2.0,1.0,17.3,1.2,11.9,6.6,17.3,1.2,0.3,13.9,24.0,G,FR,cameron-healy-1
376,Will Sydnor,27.9,29.5,30,25.2,.537,2024-25,Manhattan,30,29,2.4,107,108,1.3,1.0,.107,0.3,-1.9,-1.6,18.2,5.9,19.8,12.9,11.0,1.3,4.2,12.4,25.2,F,FR,will-sydnor-1
377,Bubba Parham,27.8,29.8,30,28.0,.526,2017-18,VMI,30,30,1.4,98,109,0.7,0.7,.063,-0.7,-1.9,-2.6,14.1,1.4,11.3,6.2,20.1,1.5,0.0,16.6,28.0,G,FR,bubba-parham-1
378,Chris Jones,27.8,29.4,19,28.7,.522,2011-12,North Texas,19,19,2.1,98,88,0.7,1.4,.153,1.8,2.1,3.9,21.3,2.2,16.6,9.2,32.0,4.7,0.8,21.5,28.7,G,FR,chris-jones-4
379,Reginald Johnson,27.8,20.7,24,25.0,.506,2014-15,Alcorn State,24,3,1.2,111,117,1.2,0.0,.094,2.3,-5.8,-3.5,19.3,11.9,7.5,9.9,5.9,0.5,0.4,6.4,25.0,F,FR,reginald-johnson-1
380,A.J. Hammons,27.8,23.1,34,25.3,.531,2012-13,Purdue,34,27,2.9,106,97,1.6,1.2,.147,3.1,2.9,6.1,23.1,11.6,19.5,15.3,6.2,0.9,8.7,14.0,25.3,C,FR,aj-hammons-1
381,Juan'ya Green,27.8,37.2,33,26.7,.529,2011-12,Niagara,33,33,3.0,105,111,2.6,0.4,.097,2.9,-1.4,1.5,19.2,2.1,9.8,5.3,27.4,3.0,1.2,17.2,26.7,G,FR,juanya-green-1
382,Nico Clareth,27.8,26.6,34,25.7,.540,2015-16,Siena,34,8,3.0,107,101,1.6,1.4,.131,1.7,1.2,2.9,18.6,4.3,9.0,6.8,17.3,3.4,2.3,15.7,25.7,G,FR,nico-clareth-1
383,Jase Richardson,27.8,25.3,36,20.6,.624,2024-25,Michigan State,36,15,4.8,132,100,3.1,1.7,.209,6.5,5.1,11.6,20.7,3.0,11.4,7.4,14.4,1.9,1.4,7.9,20.6,G,FR,jase-richardson-1
384,Tremont Waters,27.8,33.0,33,26.5,.556,2017-18,Louisiana State,33,32,4.0,113,107,2.9,1.1,.148,4.8,1.2,6.1,21.5,1.1,10.7,6.1,33.9,3.5,0.3,16.9,26.5,G,FR,tremont-waters-1
385,Kalob Ledoux,27.8,24.6,28,26.0,.572,2016-17,McNeese State,28,14,1.0,101,113,0.8,0.3,.060,0.1,-3.2,-3.1,14.7,2.5,9.9,6.4,10.3,1.0,0.1,17.7,26.0,G,FR,kalob-ledoux-1
386,Shy Odom,27.7,22.0,31,24.3,.579,2022-23,Howard,31,23,2.8,114,101,1.8,1.0,.164,1.3,0.3,1.6,21.0,10.9,13.3,12.1,13.5,2.1,2.6,15.3,24.3,F,FR,shy-odom-1
387,Tyler Perkins,27.7,29.8,29,26.8,.508,2023-24,Pennsylvania,29,27,2.1,106,110,1.3,0.8,.098,0.8,-1.3,-0.5,17.1,6.0,14.9,10.4,12.6,2.8,0.4,11.9,26.8,G,FR,tyler-perkins-1
388,Jalen Pickett,27.7,37.1,33,26.5,.545,2018-19,Siena,33,32,5.6,115,103,4.0,1.6,.183,4.5,0.9,5.4,25.5,4.4,11.9,8.0,42.6,3.5,2.8,14.3,26.5,G,FR,jalen-pickett-1
389,Javonte Green,27.7,22.0,32,27.0,.506,2011-12,Radford,32,22,2.3,101,96,1.1,1.2,.129,0.1,-0.9,-0.8,22.8,13.1,25.4,18.4,6.9,3.7,2.5,14.4,27.0,F,FR,javonte-green-1
390,Coban Porter,27.7,24.1,28,24.9,.569,2021-22,Denver,28,8,1.4,106,113,1.2,0.2,.080,1.4,-4.0,-2.5,15.1,2.8,11.2,7.1,5.6,0.7,0.9,11.6,24.9,G,FR,coban-porter-1
391,Grant Williams,27.6,25.4,32,24.3,.571,2016-17,Tennessee,32,29,3.4,113,100,2.0,1.3,.165,3.8,3.0,6.7,23.3,12.2,12.8,12.5,9.6,1.8,7.9,15.0,24.3,F,FR,grant-williams-1
392,Wyatt Walker,27.6,22.0,32,23.4,.609,2015-16,Samford,32,29,2.8,114,102,1.7,1.0,.158,1.1,-0.4,0.7,22.9,10.8,20.9,15.9,8.1,1.6,4.3,15.7,23.4,F,FR,wyatt-walker-1
393,Josh Williams,27.6,26.5,29,22.9,.605,2013-14,Lipscomb,29,12,2.6,116,108,1.9,0.7,.137,2.1,-1.2,0.8,21.1,5.9,16.7,11.1,12.0,2.5,1.9,12.1,22.9,G,FR,josh-williams-4
394,Ethan Happ,27.6,28.1,35,24.9,.567,2015-16,Wisconsin,35,35,4.5,109,91,2.1,2.5,.185,3.2,5.1,8.4,25.0,10.5,23.8,17.0,10.9,4.0,3.5,16.6,24.9,F,FR,ethan-happ-1
395,Bruno Fernando,27.6,22.4,30,23.7,.617,2017-18,Maryland,30,20,2.9,112,95,1.5,1.4,.172,1.8,3.4,5.2,21.9,8.9,24.5,17.5,6.9,1.0,6.0,17.5,23.7,F,FR,bruno-fernando-1
396,Tres Tinkle,27.6,27.7,27,23.9,.561,2015-16,Oregon State,27,11,2.9,114,102,1.8,1.1,.157,3.8,2.1,5.9,20.8,5.9,16.1,10.9,8.2,2.5,2.2,10.8,23.9,F,FR,tres-tinkle-1
397,Johnny Dee,27.6,29.6,31,23.6,.584,2011-12,San Diego,31,30,2.3,110,112,2.0,0.2,.099,3.1,-2.1,1.0,16.8,1.2,6.8,3.9,8.9,1.4,0.0,11.0,23.6,G,FR,johnny-dee-2
398,Robert Williams,27.6,25.8,31,23.7,.570,2016-17,Texas A&M,31,17,3.6,114,96,2.0,1.6,.181,4.8,3.8,8.6,27.4,13.6,21.2,17.6,12.0,1.6,10.6,14.3,23.7,F,FR,robert-williams-3
399,Vado Morse,27.6,30.8,30,25.9,.552,2018-19,Mount St. Mary's,30,24,2.3,106,110,1.7,0.6,.100,0.4,-2.2,-1.8,17.0,1.6,8.0,4.7,21.5,2.0,0.1,15.2,25.9,G,FR,vado-morse-1
400,Shelton Henderson,27.6,29.1,21,21.6,.633,2025-26,Miami (FL),21,21,2.9,124,102,1.7,1.2,.187,4.2,2.1,6.3,20.0,8.4,9.9,9.2,12.7,2.1,0.9,14.2,21.6,F,FR,shelton-henderson-1
401,Jahad Thomas,27.6,32.1,22,27.9,.556,2014-15,UMass Lowell,22,21,1.6,95,99,0.5,1.1,.091,-1.2,-0.3,-1.5,18.0,4.8,21.4,12.7,14.0,2.5,0.6,19.9,27.9,G,FR,jahad-thomas-1
402,Jordan Hairston,27.6,27.5,26,24.5,.594,2019-20,Texas A&M–Corpus Christi,26,19,2.0,106,105,1.3,0.7,.113,0.6,-1.5,-0.8,16.4,2.0,7.2,4.7,10.8,2.1,0.3,16.8,24.5,G,FR,jordan-hairston-1
403,Laurent Rivard,27.6,25.1,30,22.2,.614,2010-11,Harvard,30,2,2.9,120,105,2.2,0.7,.156,4.0,-1.2,2.9,18.8,4.1,9.8,7.2,6.2,1.5,0.6,11.2,22.2,G,FR,laurent-rivard-1
404,Domantas Sabonis,27.6,21.6,38,21.5,.675,2014-15,Gonzaga,38,1,4.8,124,91,2.9,1.9,.235,3.6,2.0,5.5,24.7,13.3,23.7,19.1,7.5,1.3,1.5,17.7,21.5,F,FR,domantas-sabonis-1
405,Kevin Knox,27.6,32.4,37,24.6,.556,2017-18,Kentucky,37,37,4.0,109,103,2.3,1.7,.133,3.3,1.8,5.1,17.0,3.3,14.5,9.3,8.7,1.5,1.0,14.1,24.6,F,FR,kevin-knox-1
406,Jackson Paveletzke,27.5,32.9,33,23.5,.614,2022-23,Wofford,33,33,3.8,119,113,3.3,0.4,.138,2.2,-3.0,-0.8,20.0,1.5,8.7,5.1,21.7,1.4,0.0,16.3,23.5,G,FR,jackson-paveletzke-1
407,Bryn Forbes,27.5,28.3,32,23.9,.569,2012-13,Cleveland State,32,18,2.4,110,110,2.1,0.3,.108,3.2,-1.9,1.3,17.9,3.2,14.2,8.1,10.0,1.7,0.1,12.9,23.9,G,FR,bryn-forbes-1
408,Edward Stephens,27.5,26.9,33,24.7,.535,2014-15,South Carolina State,33,28,2.6,107,104,1.7,1.0,.119,2.0,-0.9,1.1,18.1,2.8,9.3,5.8,17.1,2.6,0.0,12.1,24.7,G,FR,edward-stephens-1
409,De'Shayne Montgomery,27.5,27.8,32,24.8,.615,2023-24,Mount St. Mary's,32,10,2.9,107,101,1.4,1.5,.131,0.0,0.7,0.7,19.4,3.2,11.5,7.6,14.4,3.5,2.6,20.7,24.8,G,FR,deshayne-montgomery-1
410,Tyler Cook,27.5,24.5,27,25.3,.573,2016-17,Iowa,27,26,1.6,103,106,0.9,0.7,.095,0.7,-0.2,0.4,17.6,8.7,14.3,11.5,7.9,1.5,1.7,18.4,25.3,F,FR,tyler-cook-1
411,Tyler Tejada,27.5,23.2,34,24.0,.534,2023-24,Towson,34,27,2.5,110,104,1.4,1.1,.127,1.2,-0.3,0.9,15.0,3.1,13.4,8.1,7.4,0.7,2.0,12.5,24.0,G,FR,tyler-tejada-1
412,DJ Hall,27.5,29.0,23,23.2,.583,2025-26,Texas State,23,22,2.9,119,102,1.6,1.3,.177,2.1,-0.5,1.6,22.2,8.3,22.3,15.3,16.4,2.5,1.6,12.9,23.2,F,FR,dj-hall-1
413,Georges Niang,27.4,25.1,35,22.6,.599,2012-13,Iowa State,35,23,3.8,119,103,2.8,0.9,.173,4.2,1.5,5.7,20.7,6.2,15.4,10.7,14.6,1.5,0.9,13.1,22.6,F,FR,georges-niang-1
414,Anthony Banks,27.4,27.4,29,22.4,.577,2009-10,Florida Gulf Coast,29,29,,,,,,,,,,,14.0,13.1,13.6,7.7,2.1,3.9,11.2,22.4,F,FR,anthony-banks-1
415,Jawun Evans,27.4,28.9,22,25.4,.575,2015-16,Oklahoma State,22,20,2.6,112,101,1.6,1.0,.162,3.6,2.5,6.2,22.0,1.9,14.8,8.7,41.9,2.4,0.7,18.5,25.4,G,FR,jawun-evans-1
416,Max Abmas,27.4,29.5,31,23.1,.546,2019-20,Oral Roberts,31,31,3.2,115,106,2.4,0.8,.140,3.4,-0.4,3.0,18.2,1.4,6.8,4.0,8.8,2.0,0.8,7.0,23.1,G,FR,max-abmas-1
417,Paul Bruns,27.4,31.2,31,23.6,.540,2021-22,North Dakota,31,24,2.8,115,113,2.5,0.3,.115,2.5,-2.5,0.0,19.5,4.3,16.9,10.3,8.2,1.8,0.5,6.0,23.6,G,FR,paul-bruns-2
418,Aiden Argabright,27.4,22.1,22,22.0,.593,2025-26,Richmond,22,2,2.3,128,106,1.5,0.8,.187,0.7,1.6,2.3,19.6,1.0,8.5,4.8,17.4,3.4,0.0,7.6,22.0,G,FR,aiden-argabright-1
419,Mack Smith,27.4,27.3,25,22.8,.598,2017-18,Eastern Illinois,25,20,2.2,111,105,1.3,0.9,.127,0.8,-1.2,-0.4,17.1,0.8,16.0,8.2,11.9,1.5,0.9,13.7,22.8,G,FR,mack-smith-3
420,Aaron White,27.4,23.8,35,23.4,.576,2011-12,Iowa,35,14,3.1,115,106,2.4,0.7,.149,4.3,0.2,4.5,23.0,10.1,19.4,14.5,7.7,2.2,3.0,12.7,23.4,F,FR,aaron-white-3
421,Cameron Lard,27.4,26.4,29,23.2,.603,2017-18,Iowa State,29,16,2.8,113,104,1.8,1.0,.148,3.4,1.9,5.3,25.3,14.0,19.3,16.6,5.0,1.1,8.8,15.1,23.2,F,FR,cameron-lard-1
422,Joshua Braun,27.4,26.8,32,21.9,.584,2014-15,Grand Canyon,32,26,3.5,121,104,2.6,0.9,.163,4.8,-1.3,3.5,22.6,5.5,16.0,11.0,6.4,1.9,3.1,6.3,21.9,G,FR,joshua-braun-1
423,Ky Bowman,27.3,28.8,32,24.9,.609,2016-17,Boston College,32,29,2.4,106,108,1.6,0.8,.105,3.2,1.1,4.3,18.8,3.1,16.6,9.7,20.6,2.2,0.5,19.9,24.9,G,FR,ky-bowman-1
424,John Wall,27.3,34.8,37,25.7,.562,2009-10,Kentucky,37,37,6.3,112,94,3.7,2.6,.196,,,,22.3,2.7,10.1,6.6,34.8,2.9,1.5,21.4,25.7,G,FR,john-wall-1
425,Orlando Robinson,27.3,27.3,30,24.3,.563,2019-20,Fresno State,30,30,3.3,113,101,2.3,1.0,.163,3.1,1.2,4.3,23.6,8.9,18.9,13.9,13.5,1.9,4.3,14.5,24.3,F,FR,orlando-robinson-1
426,Austin Rivers,27.3,33.2,34,25.2,.538,2011-12,Duke,34,33,3.5,108,105,2.4,1.0,.124,3.2,0.8,4.0,16.9,2.2,10.0,6.0,13.0,1.7,0.1,13.9,25.2,G,FR,austin-rivers-1
427,David Caraher,27.3,31.3,29,23.4,.567,2017-18,Houston Baptist,29,29,2.5,113,112,2.0,0.5,.111,2.3,-3.0,-0.8,19.0,7.2,17.9,12.0,12.1,1.4,0.5,14.3,23.4,G,FR,david-caraher-1
428,Kobe Webster,27.3,33.4,28,26.8,.534,2017-18,Western Illinois,28,28,2.6,104,105,1.5,1.1,.111,0.4,-2.4,-2.0,17.5,1.3,12.3,7.1,21.5,1.2,0.4,13.1,26.8,G,FR,kobe-webster-1
429,Stefanos Spartalis,27.3,22.3,21,26.6,.505,2025-26,Monmouth,21,21,1.2,104,106,0.4,0.7,.101,-4.1,-1.3,-5.3,14.5,7.9,14.3,11.2,8.3,1.3,2.4,12.3,26.6,F,FR,stefanos-spartalis-1
430,Eron Harris,27.3,22.0,31,23.6,.563,2012-13,West Virginia,31,17,1.9,110,108,1.5,0.4,.113,3.2,-0.3,2.9,17.1,2.4,10.9,6.3,10.4,2.1,0.5,14.5,23.6,G,FR,eron-harris-1
431,JaCobi Wood,27.3,23.1,30,25.4,.585,2020-21,Belmont,30,7,2.4,106,101,1.4,1.0,.136,-0.6,-2.0,-2.6,16.2,1.2,9.7,5.7,16.0,1.7,0.0,18.6,25.4,G,FR,jacobi-wood-1
432,John Mobley Jr.,27.3,27.8,32,24.5,.548,2024-25,Ohio State,32,22,2.4,112,112,1.7,0.7,.107,3.8,0.9,4.7,14.7,0.7,5.8,3.3,15.3,1.5,0.3,11.0,24.5,G,FR,john-mobley-jr-1
433,Shareef Jackson,27.3,21.7,21,26.5,.554,2025-26,Lafayette,21,21,0.9,101,108,0.3,0.7,.080,-1.6,-0.4,-2.0,18.1,9.4,18.8,13.9,17.6,2.3,3.2,18.8,26.5,F,FR,shareef-jackson-1
434,Dominique Matthews,27.2,21.7,35,25.1,.539,2016-17,Illinois–Chicago,35,14,2.0,106,106,1.2,0.8,.108,0.6,-1.4,-0.8,15.5,3.2,11.0,7.3,11.3,1.6,0.5,12.8,25.1,G,FR,dominique-matthews-1
435,Marcus Smart,27.2,33.5,33,27.2,.532,2012-13,Oklahoma State,33,32,5.4,105,86,2.5,2.9,.195,4.7,6.2,10.8,24.0,5.4,15.3,10.3,26.8,5.3,2.2,18.9,27.2,G,FR,marcus-smart-1
436,Damion Lee,27.2,28.9,36,22.8,.591,2011-12,Drexel,36,35,5.0,116,94,2.9,2.1,.191,4.2,2.1,6.3,20.3,4.3,15.3,9.7,14.2,1.9,1.3,14.1,22.8,G,FR,damion-lee-1
437,Norchad Omier,27.2,26.7,23,24.2,.565,2020-21,Arkansas State,23,22,3.3,114,89,1.8,1.6,.218,0.9,-0.4,0.5,28.4,17.4,34.5,26.1,6.5,2.6,5.5,13.8,24.2,F,FR,norchad-omier-1
438,JD Notae,27.2,31.4,28,28.0,.500,2017-18,Jacksonville,28,28,1.9,96,101,0.5,1.4,.087,-1.0,-0.8,-1.9,16.5,3.6,13.2,8.4,12.7,3.1,1.7,14.3,28.0,G,FR,jd-notae-1
439,Damian Jones,27.2,25.7,31,25.2,.549,2013-14,Vanderbilt,31,28,2.1,101,100,0.8,1.4,.107,-1.1,1.6,0.5,17.4,8.8,15.9,12.6,2.3,0.7,5.7,15.0,25.2,C,FR,damian-jones-1
