Rk,Player,PTS/100 Poss.,MP/G,G,USG%,TS%,Season,Team,G,GS,WS,ORtg,DRtg,OWS,DWS,WS/40,OBPM,DBPM,BPM,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Pos,Class,Player-additional
771,Carlton Carrington,24.9,33.2,33,23.0,.530,2023-24,Pittsburgh,33,33,3.6,112,105,2.2,1.4,.133,2.6,1.3,3.9,16.3,1.6,16.8,8.9,24.0,1.0,0.9,13.0,23.0,G,FR,carlton-carrington-1
772,Mike Lewis II,24.9,32.0,32,22.3,.559,2016-17,Duquesne,32,31,2.3,107,110,1.6,0.7,.090,0.7,-1.3,-0.6,13.6,0.4,7.2,3.8,10.8,1.1,0.1,13.5,22.3,G,FR,mike-lewisii-1
773,Isaiah Langham,24.9,22.3,18,24.2,.501,2025-26,Brown,18,12,0.9,100,103,0.2,0.8,.091,-3.7,-1.7,-5.4,12.9,4.5,9.1,6.8,8.4,2.2,0.6,11.6,24.2,G,FR,isaiah-langham-1
774,Lucas Troutman,24.8,20.1,31,23.9,.512,2010-11,Elon,31,1,1.7,103,102,0.9,0.8,.111,-2.3,-0.2,-2.5,19.0,8.5,14.2,11.3,2.8,2.0,7.5,11.6,23.9,F,FR,lucas-troutman-1
775,Fraser Roxburgh,24.8,20.5,19,18.7,.649,2024-25,Manhattan,19,1,1.3,126,114,1.1,0.3,.134,3.6,-2.2,1.5,18.9,7.3,15.2,11.3,11.9,0.3,1.7,13.1,18.7,F,FR,fraser-roxburgh-1
776,Bosko Kostur,24.8,20.0,23,20.7,.618,2014-15,Bryant,23,12,1.3,113,109,1.0,0.3,.110,-0.1,-2.5,-2.6,15.3,5.5,13.1,9.3,6.5,0.7,0.0,16.0,20.7,G,FR,bosco-kostur-1
777,Jeremie Tyler,24.8,30.2,9,22.5,.573,2014-15,Ball State,9,9,0.6,102,105,0.3,0.3,.088,0.6,-0.3,0.2,16.3,3.1,12.8,7.8,11.2,2.8,1.3,16.8,22.5,G,FR,jeremie-tyler-1
778,Keaston Willis,24.8,31.0,31,23.3,.517,2019-20,Incarnate Word,31,27,1.8,103,111,1.4,0.3,.073,0.2,-4.0,-3.8,13.6,1.7,8.8,5.2,7.4,1.4,0.2,9.3,23.3,G,FR,keaston-willis-1
779,Chase Johnston,24.8,31.8,27,21.3,.568,2020-21,Stetson,27,24,2.6,111,105,1.8,0.9,.122,1.0,-0.7,0.3,16.4,1.6,6.9,4.2,10.9,2.8,0.3,11.4,21.3,G,FR,chase-johnston-1
780,Riley Kugel,24.8,23.0,32,23.5,.549,2022-23,Florida,32,17,1.9,102,102,0.9,1.1,.105,1.7,1.3,3.1,15.6,3.5,9.8,6.8,9.5,2.1,0.8,14.2,23.5,G,FR,riley-kugel-1
781,Noah Vonleh,24.8,26.5,30,21.4,.604,2013-14,Indiana,30,29,3.6,113,92,1.6,2.0,.182,2.9,3.7,6.6,22.2,10.8,27.3,19.4,4.9,1.9,5.4,18.6,21.4,F,FR,noah-vonleh-1
782,Jarrett Culver,24.8,26.4,37,22.1,.560,2017-18,Texas Tech,37,20,4.2,112,93,1.9,2.3,.171,4.3,4.4,8.6,19.1,4.8,16.1,10.7,13.7,2.4,3.3,13.3,22.1,G,FR,jarrett-culver-1
783,TyTy Washington Jr.,24.8,29.2,31,22.5,.528,2021-22,Kentucky,31,29,3.9,115,98,2.4,1.5,.171,4.1,3.3,7.4,19.3,2.6,10.7,6.8,22.7,2.6,0.7,12.2,22.5,G,FR,tyty-washingtonjr-1
784,Jackson Furman,24.8,24.8,22,23.2,.544,2025-26,Army,22,6,0.8,102,115,0.3,0.4,.057,-3.5,-2.8,-6.4,11.5,1.6,14.5,7.7,11.4,1.6,0.7,15.6,23.2,G,FR,jackson-furman-1
785,Jared Rodriguez,24.8,26.6,32,24.0,.565,2018-19,Idaho,32,31,1.6,103,112,1.2,0.4,.074,-1.6,-3.7,-5.3,16.7,9.2,18.8,14.2,8.1,0.9,2.5,18.3,24.0,F,FR,jared-rodriguez-1
786,Luke Nelson,24.8,29.0,35,23.3,.548,2013-14,UC Irvine,35,33,3.0,104,100,1.3,1.7,.117,1.2,1.4,2.5,15.1,1.5,7.6,4.8,19.5,2.3,1.0,17.0,23.3,G,FR,luke-nelson-1
787,Kameron Gibson,24.8,30.8,32,22.3,.581,2018-19,Western Carolina,32,31,1.8,107,115,1.7,0.1,.072,0.8,-2.2,-1.3,13.3,1.6,6.4,4.1,14.0,1.0,0.7,16.0,22.3,G,FR,kameron-gibson-1
788,Brandon Noel,24.7,29.2,33,20.4,.658,2022-23,Wright State,33,26,4.4,119,97,2.6,1.9,.184,1.9,0.6,2.4,22.9,9.2,24.3,17.2,8.4,1.6,3.8,18.1,20.4,F,FR,brandon-noel-1
789,Danuel House,24.7,28.6,33,22.6,.547,2012-13,Houston,33,27,3.2,111,104,2.3,0.9,.134,1.8,-1.3,0.5,18.2,6.0,13.9,10.0,12.0,1.9,0.9,14.2,22.6,G,FR,danuel-house-1
790,Noah Kirkwood,24.7,26.1,30,25.1,.562,2018-19,Harvard,30,9,1.8,98,102,0.6,1.1,.090,-0.3,0.4,0.0,14.6,4.6,15.1,10.1,15.3,2.0,0.9,22.8,25.1,G,FR,noah-kirkwood-1
791,Alec Brown,24.7,25.1,32,21.9,.553,2010-11,Green Bay,32,32,2.8,110,101,1.7,1.1,.140,1.2,1.0,2.1,21.1,9.3,17.8,13.4,3.7,1.0,9.6,14.3,21.9,F,FR,alec-brown-1
792,Jordan Morgan,24.7,24.0,35,21.2,.622,2010-11,Michigan,35,34,3.4,112,96,1.9,1.5,.162,1.0,2.3,3.3,21.0,10.8,22.4,13.7,4.9,1.6,2.8,17.0,21.2,F,FR,jordan-morgan-1
793,Carson Williams,24.7,24.7,35,19.8,.633,2016-17,Northern Kentucky,35,34,3.9,125,103,2.7,1.2,.180,2.6,-0.3,2.3,22.5,11.5,15.3,13.4,9.7,1.2,1.7,14.6,19.8,F,FR,carson-williams-1
794,Aaron Gordon,24.7,31.2,38,23.2,.503,2013-14,Arizona,38,38,5.4,109,89,2.1,3.3,.183,3.7,4.7,8.4,20.4,10.4,19.3,14.9,13.0,1.8,3.4,10.5,23.2,F,FR,aaron-gordon-1
795,Nisre Zouzoua,24.7,30.3,31,22.2,.546,2015-16,Bryant,31,25,1.7,107,114,1.4,0.3,.074,-0.5,-3.0,-3.5,14.8,2.3,9.2,5.8,10.1,1.6,1.0,11.0,22.2,G,FR,nisre-zouzoua-1
796,Grant Lozoya,24.7,23.2,31,22.9,.544,2014-15,Stetson,31,20,1.2,102,111,0.9,0.4,.068,-0.2,-2.3,-2.5,14.1,0.9,14.7,7.9,10.4,1.6,0.0,13.0,22.9,G,FR,grant-lozoya-1
797,Hyunjung Lee,24.7,20.9,28,19.7,.627,2019-20,Davidson,28,0,2.4,123,104,1.8,0.6,.164,4.4,-0.3,4.1,19.3,5.7,12.8,9.3,7.8,1.6,0.8,10.5,19.7,G,FR,hyunjung-lee-1
798,Takal Molson,24.7,29.3,33,23.2,.552,2017-18,Canisius,33,32,3.4,110,102,2.0,1.4,.140,1.5,-0.3,1.2,18.0,7.3,13.0,10.1,16.5,2.3,1.6,15.6,23.2,G,FR,takal-molson-1
799,Lester Wilson,24.7,31.9,32,22.2,.533,2012-13,East Tennessee State,32,27,2.1,106,111,1.8,0.3,.081,1.7,-3.1,-1.4,16.0,5.1,16.3,10.3,2.7,1.1,0.3,9.1,22.2,F,FR,lester-wilson-1
800,Gabe Vincent,24.7,26.2,28,20.9,.562,2014-15,UC Santa Barbara,28,21,2.6,115,104,1.7,0.8,.139,3.1,0.3,3.4,17.1,2.5,7.4,4.9,17.5,2.1,0.6,10.0,20.9,G,FR,gabe-vincent-1
801,Kevin Anderson,24.7,33.2,11,21.5,.572,2017-18,Delaware,11,11,1.2,116,108,0.9,0.3,.132,3.2,0.1,3.3,19.8,3.5,13.8,8.6,17.3,2.1,2.5,12.0,21.5,G,FR,kevin-anderson-6
802,Corey Allen,24.7,31.4,30,21.8,.568,2016-17,Detroit Mercy,30,26,1.8,110,117,1.7,0.1,.077,2.2,-3.0,-0.8,15.6,3.0,8.3,5.5,11.6,1.7,0.4,12.6,21.8,G,FR,corey-allen-2
803,Umar Shannon,24.7,22.3,20,25.6,.535,2009-10,Saint Francis (PA),20,13,0.2,92,114,0.1,0.0,.015,,,,9.8,1.9,5.7,3.8,18.6,0.8,0.0,21.9,25.6,G,FR,umar-shannon-1
804,Taje' Kelly,24.7,20.8,31,20.6,.623,2021-22,Charleston Southern,31,8,1.9,113,108,1.4,0.5,.118,-1.6,-2.3,-3.8,18.6,7.2,14.3,10.6,6.5,1.3,2.4,16.2,20.6,F,FR,taje-kelly-1
805,Marques Townes,24.7,21.8,24,21.3,.567,2014-15,Fairleigh Dickinson,24,2,1.7,113,105,1.2,0.5,.133,3.0,0.4,3.4,22.1,6.3,11.9,8.9,13.9,4.3,0.9,11.5,21.3,G,FR,marques-townes-1
806,Chris Udofia,24.7,22.9,30,24.5,.550,2010-11,Denver,30,4,2.4,104,96,1.1,1.2,.139,-0.9,1.9,1.0,19.6,5.6,23.2,14.6,15.9,2.1,7.1,15.4,24.5,F,FR,chris-udofia-1
807,Amari Bailey,24.7,26.9,30,23.7,.553,2022-23,UCLA,30,28,2.7,101,93,0.9,1.9,.136,1.7,3.3,5.0,16.4,3.6,13.2,8.3,15.2,2.5,1.4,19.4,23.7,G,FR,amari-bailey-1
808,Devon Turk,24.7,22.4,31,22.3,.563,2012-13,Loyola Chicago,31,6,1.6,102,104,0.9,0.7,.090,0.9,-0.7,0.3,12.7,0.9,10.1,5.3,7.5,1.1,1.4,14.3,22.3,G,FR,devon-turk-1
809,C.J. Massinburg,24.7,25.3,35,20.9,.579,2015-16,Buffalo,35,7,3.4,119,104,2.3,1.1,.156,3.1,1.2,4.3,19.9,5.2,12.2,8.7,13.3,2.5,1.8,12.5,20.9,G,FR,cj-massinburg-1
810,Nico Mannion,24.7,32.3,32,24.5,.520,2019-20,Arizona,32,32,3.9,107,98,2.2,1.7,.152,3.6,1.8,5.4,17.2,0.9,7.9,4.4,31.5,2.1,0.0,16.0,24.5,G,FR,nico-mannion-1
811,Joe Kasperzyk,24.7,25.2,30,26.2,.537,2018-19,Bryant,30,16,0.8,96,112,0.4,0.3,.040,-2.8,-2.5,-5.3,13.9,2.1,10.0,5.9,20.8,2.5,1.2,22.7,26.2,G,FR,joe-kasperzyk-1
812,Terry Rose,24.6,34.9,28,23.4,.546,2012-13,Grambling State,28,24,0.0,98,124,0.9,-0.9,.001,1.1,-5.7,-4.6,12.5,2.1,11.1,6.2,8.5,0.8,0.0,15.4,23.4,G,FR,terry-rose-1
813,Perry Jones,24.6,33.9,30,21.6,.579,2010-11,Baylor,30,29,4.0,112,98,2.4,1.6,.157,2.8,1.1,3.9,19.8,9.8,15.8,12.9,8.0,0.9,3.0,16.1,21.6,F,FR,perry-jones-1
814,Landry Shamet,24.6,26.7,36,18.8,.629,2016-17,Wichita State,36,35,5.5,132,95,3.4,2.0,.227,5.8,3.1,8.8,20.3,2.6,8.8,5.8,22.2,1.6,0.9,10.7,18.8,G,FR,landry-shamet-1
815,Stephen Albrecht,24.6,29.5,12,26.2,.506,2009-10,Toledo,12,11,0.3,94,112,0.2,0.1,.033,,,,13.0,1.4,9.3,5.4,23.0,1.3,0.3,18.5,26.2,G,FR,stephen-albrecht-1
816,Jeremy Lamb,24.6,27.8,41,20.3,.568,2010-11,Connecticut,41,40,4.6,118,100,3.0,1.6,.163,5.3,3.1,8.4,20.4,5.0,12.2,8.7,12.3,1.9,2.2,11.5,20.3,G,FR,jeremy-lamb-1
817,Hayden Wood,24.6,24.5,22,19.6,.604,2025-26,Jacksonville,22,21,1.7,123,114,1.2,0.5,.127,1.7,-2.1,-0.4,16.4,6.3,10.0,8.1,9.1,0.9,3.3,10.7,19.6,G,FR,hayden-wood-1
818,Gary Grant,24.6,23.3,28,26.7,.502,2021-22,Mississippi Valley State,28,13,0.5,92,111,0.1,0.3,.028,-2.3,-3.3,-5.6,15.0,5.8,17.6,11.1,13.2,2.1,2.0,18.7,26.7,F,FR,gary-grant-3
819,Robert Covington,24.6,27.3,32,24.0,.525,2009-10,Tennessee State,32,28,2.2,102,103,1.2,1.0,.102,,,,18.8,9.5,19.4,14.1,10.1,2.3,4.5,16.8,24.0,F,FR,robert-covington-1
820,Martin Somerville,24.6,31.5,32,21.1,.587,2024-25,UMass Lowell,32,12,3.9,121,107,2.6,1.2,.153,1.1,-1.5,-0.3,17.9,1.8,8.4,5.4,20.1,2.7,0.2,11.4,21.1,G,FR,martin-somerville-1
821,Ty'Reek Coleman,24.6,24.4,21,20.1,.614,2025-26,Illinois State,21,18,2.2,121,102,1.2,1.0,.168,1.9,2.1,4.0,16.4,2.3,8.1,5.3,14.5,2.0,0.4,13.4,20.1,G,FR,tyreek-coleman-1
822,Jonathan Stark,24.6,37.2,34,23.7,.530,2013-14,Tulane,34,34,2.8,108,114,2.3,0.6,.089,1.2,-2.6,-1.4,15.8,1.1,7.1,4.2,29.6,1.4,0.1,15.3,23.7,G,FR,jonathan-stark-1
823,Tanner Leissner,24.6,31.0,29,23.2,.549,2014-15,New Hampshire,29,27,3.6,107,93,1.7,1.9,.160,1.5,0.2,1.6,18.8,8.1,19.3,13.8,7.8,1.4,2.5,15.4,23.2,F,FR,tanner-leissner-1
824,Darin Green Jr.,24.6,23.9,30,19.5,.610,2019-20,UCF,30,14,2.4,118,105,1.8,0.6,.134,4.2,-0.2,4.0,16.6,4.4,4.9,4.6,4.2,1.4,0.6,9.5,19.5,G,FR,darin-greenjr-1
825,Jermaine Bishop,24.6,20.8,27,25.1,.533,2015-16,Saint Louis,27,16,1.0,99,108,0.5,0.5,.071,1.0,-1.0,0.0,14.2,1.4,9.3,5.4,26.3,1.0,0.4,16.7,25.1,G,FR,jermaine-bishop-2
826,David Collins,24.6,24.7,27,23.4,.604,2017-18,South Florida,27,12,1.5,103,108,0.9,0.6,.087,-0.4,0.2,-0.2,15.3,2.3,9.4,5.9,22.9,2.6,0.5,23.9,23.4,G,FR,david-collins-3
827,Kameron McGusty,24.6,24.9,31,23.1,.525,2016-17,Oklahoma,31,17,1.5,102,108,0.8,0.7,.080,2.5,1.9,4.3,14.1,1.7,7.8,4.7,7.6,1.8,1.1,13.0,23.1,G,FR,kameron-mcgusty-1
828,Acaden Lewis,24.6,29.6,20,23.8,.513,2025-26,Villanova,20,20,2.2,113,103,1.1,1.1,.148,2.6,3.9,6.4,18.6,2.2,11.7,6.9,33.4,3.9,0.2,15.4,23.8,G,FR,acaden-lewis-1
829,Eric Dailey Jr.,24.6,22.3,32,22.1,.553,2023-24,Oklahoma State,32,16,2.4,114,106,1.5,0.9,.133,3.0,1.2,4.2,18.6,8.1,17.7,13.0,15.0,2.0,0.6,11.5,22.1,F,FR,eric-dailey-jr-2
830,Makaih Williams,24.6,24.4,34,23.7,.581,2023-24,UT Arlington,34,30,2.1,104,105,1.0,1.1,.102,-0.4,-0.2,-0.6,13.6,3.5,9.7,6.6,22.3,2.1,1.0,23.6,23.7,G,FR,makaih-williams-1
831,Lamar Peters,24.6,24.6,30,24.9,.532,2016-17,Mississippi State,30,17,2.0,103,103,1.0,1.0,.109,2.4,1.0,3.4,15.7,1.8,8.3,5.1,27.4,2.6,0.7,18.4,24.9,G,FR,lamar-peters-1
832,Bryson Johnson,24.6,23.6,31,22.5,.516,2009-10,Bucknell,31,12,1.8,108,109,1.4,0.4,.098,,,,13.7,1.1,8.3,4.6,11.1,0.8,0.2,9.2,22.5,G,FR,bryson-johnson-1
833,Brian White,24.6,27.3,33,20.8,.583,2013-14,The Citadel,33,30,2.3,113,112,1.7,0.6,.102,-0.7,-3.0,-3.7,17.9,6.8,16.1,11.6,2.7,0.5,3.3,10.2,20.8,F,FR,brian-white-1
834,Jake Barnett,24.6,34.1,32,25.9,.510,2009-10,Toledo,32,31,0.8,92,110,0.4,0.5,.031,,,,12.3,3.1,12.5,7.9,11.8,1.2,0.3,18.2,25.9,F,FR,jake-barnett-1
835,Gradey Dick,24.6,32.7,36,20.5,.581,2022-23,Kansas,36,36,4.9,117,99,2.8,2.1,.165,4.9,2.9,7.7,18.4,4.0,13.5,8.9,9.4,2.5,0.8,9.4,20.5,G,FR,gradey-dick-1
836,Daivien Williamson,24.6,22.2,33,19.6,.622,2018-19,East Tennessee State,33,16,3.2,125,104,2.3,0.9,.173,1.9,-0.8,1.1,18.9,1.6,8.7,5.2,19.1,1.4,0.2,14.8,19.6,G,FR,daivien-williamson-1
837,Rytis Petraitis,24.6,26.6,32,22.6,.581,2022-23,Air Force,32,16,3.7,118,102,2.5,1.3,.176,2.9,1.6,4.5,22.0,8.4,21.5,15.2,22.0,2.2,3.0,15.2,22.6,G,FR,rytis-petraitis-1
838,Myles Rigsby,24.5,25.8,31,20.4,.588,2023-24,Troy,31,25,3.6,120,98,2.0,1.6,.181,1.0,1.3,2.3,19.1,4.0,14.7,9.2,10.7,3.4,1.7,13.9,20.4,F,FR,myles-rigsby-1
839,Wesley Person,24.5,34.8,29,21.3,.559,2014-15,Troy,29,29,2.6,112,111,2.1,0.5,.102,1.6,-2.8,-1.2,14.4,2.5,6.7,4.6,6.5,0.8,0.2,11.7,21.3,G,FR,wesley-person-2
840,Jalen Jones,24.5,21.7,32,24.7,.517,2011-12,SMU,32,18,1.8,100,100,0.9,0.9,.104,-0.4,-0.2,-0.6,16.0,7.7,13.2,10.3,7.2,2.1,2.5,14.8,24.7,G,FR,jalen-jones-1
841,Justice Sueing,24.5,32.0,32,22.9,.523,2017-18,California,32,31,2.1,105,110,1.4,0.8,.084,2.3,0.7,3.0,16.9,4.9,15.1,9.6,9.7,2.7,1.7,13.9,22.9,F,FR,justice-sueing-2
842,Zack Austin,24.5,34.7,32,22.9,.522,2021-22,High Point,32,32,4.1,107,96,2.0,2.1,.147,2.8,0.5,3.4,21.2,6.7,19.6,13.2,9.5,2.3,7.0,10.7,22.9,F,FR,zach-austin-1
843,Jimmy Hall,24.5,32.0,7,22.8,.525,2012-13,Hofstra,7,6,0.7,106,99,0.4,0.3,.132,2.0,-0.6,1.4,23.5,14.0,21.9,17.5,10.2,1.9,4.9,14.2,22.8,F,FR,jimmy-hall-1
844,Arkadiy Mkrtychyan,24.5,21.1,30,20.2,.622,2014-15,Idaho,30,5,2.2,120,110,1.8,0.3,.137,-0.2,-2.3,-2.5,19.1,9.8,17.2,13.6,4.8,1.2,0.4,15.2,20.2,F,FR,arkadiy-mkrtychyan-1
845,Josh Ajayi,24.5,24.5,31,22.7,.568,2016-17,South Alabama,31,25,2.2,104,101,1.0,1.2,.117,-0.7,-0.7,-1.5,17.1,6.0,19.3,12.4,7.7,1.8,1.5,16.7,22.7,F,FR,josh-ajayi-1
846,Patton Pinkins,24.5,21.1,20,17.3,.621,2025-26,Ole Miss,20,7,1.6,137,115,1.2,0.3,.150,4.6,0.2,4.8,16.4,3.5,6.0,4.8,7.5,0.4,0.9,2.1,17.3,G,FR,patton-pinkins-1
847,Landon Moore,24.5,30.8,19,22.6,.554,2022-23,Saint Francis (PA),19,17,1.6,112,111,1.3,0.4,.112,1.5,-3.2,-1.7,16.7,0.8,9.9,5.5,22.9,1.2,0.2,13.2,22.6,G,FR,landon-moore-1
848,Matej Kavas,24.4,20.1,27,21.8,.568,2016-17,Seattle,27,0,1.3,104,104,0.6,0.7,.097,0.2,-1.2,-1.1,13.9,2.4,13.5,8.3,6.4,0.6,2.0,10.1,21.8,G,FR,matej-kavas-1
849,Dariq Whitehead,24.4,20.6,28,22.4,.548,2022-23,Duke,28,7,1.7,104,100,0.7,1.0,.117,1.6,2.3,4.0,14.1,2.7,10.6,6.8,9.3,2.2,1.1,15.6,22.4,F,FR,dariq-whitehead-1
850,DJ Steward,24.4,30.8,24,22.8,.538,2020-21,Duke,24,22,2.1,108,106,1.5,0.7,.116,3.8,0.7,4.5,17.5,4.4,10.4,7.4,13.8,2.0,2.0,14.2,22.8,G,FR,dj-steward-1
851,James Douglas,24.4,30.1,28,23.8,.519,2011-12,Northern Arizona,28,22,1.2,99,111,0.9,0.3,.057,-0.3,-2.0,-2.2,14.8,2.6,9.5,5.6,17.7,2.5,0.0,16.3,23.8,G,FR,james-douglas-3
852,Jeremy Miller,24.4,20.6,33,19.8,.623,2015-16,Northeastern,33,25,2.4,118,104,1.6,0.8,.142,1.2,0.4,1.7,18.2,8.1,14.8,11.5,4.7,1.1,4.2,12.7,19.8,F,FR,jeremy-miller-2
853,Nolan Minessale,24.4,26.3,34,20.5,.622,2024-25,St. Thomas,34,34,3.5,121,107,2.3,1.1,.155,1.8,1.4,3.1,19.9,4.4,11.4,8.0,13.8,2.6,5.1,13.1,20.5,G,FR,nolan-minessale-1
854,Lonnie Walker,24.4,27.8,32,22.4,.527,2017-18,Miami (FL),32,18,2.8,109,103,1.6,1.3,.127,2.9,2.3,5.2,16.3,1.7,9.2,5.5,13.0,2.0,1.8,9.6,22.4,G,FR,lonnie-walker-2
855,Zack Bryant,24.4,32.0,33,23.2,.541,2017-18,UAB,33,32,3.2,107,103,1.7,1.5,.121,-0.7,0.4,-0.3,15.2,1.7,9.4,5.8,17.2,2.0,0.8,15.0,23.2,G,FR,zack-bryant-1
856,Bernard Thompson,24.4,27.5,32,24.5,.533,2011-12,Florida Gulf Coast,32,28,2.3,101,102,1.3,1.1,.105,0.3,0.4,0.7,18.2,5.9,16.4,11.2,15.9,3.8,0.5,19.8,24.5,G,FR,bernard-thompson-2
857,Bo Hodges,24.4,21.2,32,21.5,.557,2017-18,East Tennessee State,32,4,2.8,113,96,1.4,1.4,.166,0.1,1.5,1.6,19.0,6.4,11.9,9.3,8.2,2.2,3.8,11.0,21.5,G,FR,bo-hodges-1
858,Shai Gilgeous-Alexander,24.4,33.7,37,21.9,.578,2017-18,Kentucky,37,24,5.2,117,102,3.3,1.9,.167,5.3,3.7,9.0,21.2,3.2,10.0,6.8,28.8,2.8,1.7,17.9,21.9,G,FR,shai-gilgeous-alexander-1
859,Jo'Vontae Millner-Criss,24.4,26.8,24,24.5,.550,2016-17,Presbyterian,24,24,0.4,95,114,0.2,0.2,.027,-2.2,-4.3,-6.6,14.1,8.4,16.5,12.4,9.0,1.0,0.6,21.1,24.5,F,FR,jovontae-millner-criss-1
860,Trey McGowens,24.4,27.8,33,23.4,.550,2018-19,Pittsburgh,33,32,2.8,102,98,1.1,1.6,.121,-0.4,3.7,3.3,16.0,2.4,10.0,6.3,13.2,4.1,0.4,18.6,23.4,G,FR,trey-mcgowens-1
861,Tyler Houser,24.4,26.2,32,22.4,.540,2022-23,VMI,32,26,1.4,106,115,1.2,0.2,.066,-0.8,-3.5,-4.3,15.3,6.6,16.2,11.2,3.6,0.8,2.3,13.1,22.4,C,FR,tyler-houser-1
862,Kira Lewis Jr.,24.4,31.6,34,22.6,.548,2018-19,Alabama,34,34,3.0,108,107,2.0,1.0,.112,2.3,1.1,3.4,15.6,1.4,7.5,4.5,19.0,1.5,0.9,15.1,22.6,G,FR,kira-lewisjr-1
863,Terrence Shannon Jr.,24.4,23.5,29,21.8,.568,2019-20,Texas Tech,29,21,3.0,112,93,1.6,1.4,.178,2.3,2.9,5.2,18.6,5.7,15.4,10.7,8.9,2.2,2.1,12.9,21.8,G,FR,terrence-shannonjr-1
864,Alandise Harris,24.4,23.2,27,25.6,.529,2010-11,Houston,27,17,1.2,95,102,0.4,0.8,.077,-1.2,-0.8,-2.1,15.9,10.4,16.4,13.6,8.0,1.0,4.3,21.8,25.6,F,FR,alandise-harris-1
865,Mervin James,24.4,23.2,30,26.2,.531,2019-20,North Alabama,30,30,1.2,90,98,0.1,1.1,.071,-4.4,-0.4,-4.8,13.9,7.4,16.3,11.8,8.6,2.5,1.7,23.1,26.2,F,FR,mervin-james-1
866,C.J. Bryce,24.4,23.2,33,21.5,.584,2015-16,UNC Wilmington,33,30,2.4,108,101,1.3,1.2,.127,0.4,0.3,0.8,16.8,5.8,13.8,9.8,6.1,2.3,0.3,16.7,21.5,G,FR,cj-bryce-1
867,Brad Davison,24.4,31.2,33,22.4,.555,2017-18,Wisconsin,33,29,2.9,109,107,1.8,1.1,.113,1.1,1.8,3.0,15.1,1.2,8.7,4.8,16.9,2.5,0.1,14.1,22.4,G,FR,brad-davison-1
868,KeVaughn Allen,24.4,27.2,36,21.0,.534,2015-16,Florida,36,34,3.6,115,101,2.1,1.5,.148,2.8,3.7,6.5,16.9,1.9,8.5,5.1,11.5,2.4,0.5,8.2,21.0,G,FR,kevaughn-allen-1
869,Carlik Jones,24.4,30.4,36,23.1,.516,2017-18,Radford,36,26,3.8,110,102,2.1,1.6,.137,1.0,0.9,1.9,17.6,2.3,14.1,8.0,23.0,2.3,0.9,12.9,23.1,G,FR,carlik-jones-1
870,Mike Miles,24.4,32.9,25,24.3,.527,2020-21,TCU,25,21,1.7,101,108,1.1,0.6,.082,1.4,-0.1,1.2,14.9,1.0,11.1,6.2,20.8,1.7,0.6,16.6,24.3,G,FR,mike-miles-4
871,Ben Emelogu,24.4,27.2,22,23.3,.517,2013-14,Virginia Tech,22,12,1.3,104,108,0.7,0.6,.088,1.4,1.4,2.8,13.9,2.2,10.5,6.5,17.3,1.4,1.0,13.2,23.3,G,FR,ben-emelogu-1
872,Marlon Ruffin,24.4,20.4,32,23.4,.525,2019-20,Omaha,32,0,1.5,105,109,1.2,0.3,.094,1.0,-1.3,-0.3,16.5,5.3,12.8,9.0,11.4,1.6,1.0,13.0,23.4,G,FR,marlon-ruffin-1
873,Shannon Hale,24.4,22.5,31,23.8,.541,2013-14,Alabama,31,20,1.5,101,105,0.7,0.9,.088,1.6,0.8,2.4,14.7,4.9,13.8,9.5,10.3,1.5,1.8,17.6,23.8,F,FR,shannon-hale-1
874,Lucas Hobin,24.4,28.1,20,23.0,.538,2025-26,Air Force,20,13,0.4,102,121,0.3,0.1,.030,-1.3,-3.1,-4.3,10.5,1.3,7.6,4.5,6.0,1.1,0.8,10.9,23.0,F,FR,lucas-hobin-1
875,Hudson Mayes,24.4,20.0,21,18.9,.649,2025-26,UC San Diego,21,1,2.0,127,100,1.1,0.9,.187,1.5,1.4,2.9,20.0,6.0,20.6,13.6,8.7,2.1,1.4,13.3,18.9,G,FR,hudson-mayes-1
876,Joe Sayler,24.4,30.0,30,23.3,.516,2024-25,South Dakota State,30,30,1.8,105,111,1.0,0.8,.079,-1.3,-1.2,-2.5,11.7,0.8,8.6,4.8,11.2,1.2,0.0,13.1,23.3,G,FR,joe-sayler-1
877,Tahj Staveskie,24.4,30.1,30,25.2,.500,2022-23,Canisius,30,30,1.6,98,108,0.7,0.8,.069,-0.2,-1.7,-1.9,14.2,3.2,9.2,6.1,19.9,1.8,1.3,16.1,25.2,G,FR,tahj-staveskie-1
878,Ishmael Lane,24.4,25.1,28,20.9,.597,2015-16,Northwestern State,28,27,1.8,114,114,1.5,0.2,.100,-1.7,-2.7,-4.4,19.1,9.0,15.8,12.4,4.4,1.5,3.5,14.0,20.9,F,FR,ishmael-lane-1
879,Cody Williams,24.3,28.4,24,20.8,.620,2023-24,Colorado,24,18,2.0,112,107,1.2,0.8,.118,2.4,1.5,3.9,15.7,3.2,9.1,6.4,10.2,1.3,2.4,17.2,20.8,F,FR,cody-williams-2
880,Rafael Maia,24.3,27.2,28,25.4,.508,2012-13,Brown,28,27,1.9,97,99,0.8,1.1,.098,-1.0,-1.5,-2.5,18.0,14.9,19.4,17.0,11.2,1.9,1.8,19.4,25.4,C,FR,rafael-maia-1
